LOAN  #,Account Number,Status,DEALER,NAME,YEAR,MAKE,MODEL,VIN,GAAP DATE,NOI SENT,DAFS,DATE SOLD,C/O DATE,MONTHS IN INVENTORY,LOCATION,SOLD TO,MILEAGE,CR Grade,CHARGEABLE DAMAGES,BALANCE REPO DATE,AWV,MMR,CASH PRICE,ESTIMATED RECOVERY %,CURRENT MO PROCEEDS ESTIMATE,EOM GAAP PROCEEDS ESTIMATE,ACTUAL PROCEEDS,BACK END PRODUCT CANCELLATION,INSURANCE CLAIMS,GROSS C/O AMT,UNEARNED DISCOUNT,NET LOSS OR GAIN,RECOVERY,REM BAL,CASH OR NEW A/C#?,REASON / COMMENTS,Notes,EXCEPTION?,EXCEPTION DETAIL,Same Month Sale,MIN VAL,GAIN (LOSS),% DIFF,REPO_MONTH,REPO_ALLOW2 (HIST),Proforma NRV,Proforma G/L,Proforma Difference
2064.1,1,Sold,AUTOMART OF DALLAS,,2006.0,DODGE,MAGNUM,2D4FV47V06H157202,11/04/2015,11/05/2015,11/16/2015,03/17/2016,03/19/2016,66.1,MIDICTY,MONTE HALE,137000.0,,0.0,7557.46,4025.0,2738.0,2738.0,,0.0,1562.59,1500.0,0.0,0.0,-6057.46,742.28,-5315.18,0.0,-5315.18,CASH,,,,,0,2738.0,-1238.0,-0.45215485756026297,Nov-15,,,,
2064.9,9,Sold,AUTOMART OF DALLAS,,2007.0,DODGE,MAGNUM,REPAIR LOAN,11/04/2015,11/05/2015,11/16/2015,03/17/2016,03/19/2016,66.1,REPAIR LOAN,REPAIR LOAN,,,0.0,381.54,,,2739.0,,0.0,1563.16,0.0,0.0,0.0,-381.54,0.0,-381.54,0.0,-381.54,CASH,,,,,0,2739.0,-2739.0,-1.0,Nov-15,,,,
2068.1,1,Sold,BEST PRICE,,2007.0,PONTIAC,G 6,1G2ZH58N574148956,11/29/2014,11/29/2014,12/11/2014,06/30/2015,06/30/2015,77.4,TEXAS CAN,MONTE HALE,110000.0,,0.0,8077.84,4725.0,3928.0,4200.0,,0.0,0.0,1000.0,0.0,0.0,-7077.84,1160.69,-5917.15,0.0,-5917.15,CASH,,,,,0,3928.0,-2928.0,-0.745417515274949,Nov-14,,,,
2069.1,1,Sold,6TH GEAR,,2006.0,NISSAN,FRONTIER,1N6AD07U86C413516,11/03/2016,11/03/2016,11/14/2016,05/25/2017,05/26/2017,53.9,MIDCITY MUFFLER,MONTE HALE,152524.0,,0.0,8620.47,8025.0,5000.0,2100.0,,0.0,1268.32,1600.0,0.0,0.0,-7020.47,243.45,-6777.02,0.0,-6777.02,CASH,,,,,0,2100.0,-500.0,-0.23809523809523808,Nov-16,,,,
2070.1,1,OCO,PRO SELECT,,,,,,03/01/2015,,,,04/24/2015,74.3,,,,,0.0,15889.96,,,,,0.0,0.0,,0.0,0.0,-15889.96,2026.05,-13863.91,0.0,-13863.91,,BURNED / NO INSURANCE,,,,0,,,,Mar-15,,,,
2071.1,1,Sold,JENO AUTOPLEX,,2006.0,CADILLAC,CTS,1G6DM57T660107858,03/02/2016,03/02/2016,03/14/2016,03/23/2016,03/25/2016,62.1,TOE TO TOW,PAUL HUFFMAN,139710.0,,0.0,6926.66,5625.0,2625.0,2625.0,,0.0,0.0,3000.0,0.0,0.0,-3926.66,448.56,-3478.1,0.0,-3478.1,CASH,,,,,1,2625.0,375.0,0.14285714285714285,Mar-16,,,,
2072.1,1,Sold,6TH GEAR,,2007.0,PONTIAC,G-6,,10/20/2014,10/21/2014,10/31/2014,12/30/2014,12/30/2014,78.7,MIDCITY MUFFLER,EDWARDS MOTOR CO,126984.0,,0.0,8485.4,4475.0,3652.0,,,0.0,0.0,2700.0,0.0,0.0,-5785.4,1743.801,-4041.599,0.0,-4041.599,CASH,,,,,0,3652.0,-952.0,-0.2606790799561884,Oct-14,,,,
2073.1,1,Sold,CHULA,,2006.0,TOYOTA,AVALON,4T1BK36B86U089598,06/27/2015,06/27/2015,07/09/2015,07/23/2015,07/23/2015,70.4,COPART,COPART,121000.0,,0.0,10137.81,7075.0,5516.0,5800.0,,0.0,3552.45,1365.0,0.0,0.0,-8772.81,1054.29,-7718.52,0.0,-7718.52,CASH,,,,,0,5516.0,-4151.0,-0.7525380710659898,Jun-15,,,,
2079.1,1,Sold,CALLAHAN,,1998.0,GMC,SIERRA,1GTHC33F4WF055956,12/01/2014,12/02/2014,12/12/2014,01/23/2015,01/23/2015,77.3,MIDCITY,COPART,103274.0,,0.0,5708.87,4200.0,4200.0,,,0.0,0.0,465.0,0.0,0.0,-5243.87,634.48,-4609.39,0.0,-4609.39,CASH,,,,,0,4200.0,-3735.0,-0.8892857142857142,Dec-14,,,,
2081.1,1,Sold,J&I,,2008.0,CHEVROLET,COBALT,,08/14/2014,08/15/2014,08/25/2014,09/30/2014,12/26/2014,81.0,MIDCITY,EDWARDS MOTOR CO,121000.0,,0.0,7070.76,4700.0,4022.0,,,0.0,0.0,2300.0,0.0,0.0,-4770.76,1389.9005,-3380.8595,0.0,-3380.8595,CASH,,,,,0,4022.0,-1722.0,-0.42814520139234213,Aug-14,,,,
2082.1,1,OCO,6TH GEAR,,,,,,06/26/2017,,,,06/27/2017,46.1,,,,,0.0,332.83,,,,,0.0,0.0,,0.0,0.0,-332.83,0.0,-332.83,262.0,-70.83,,LOW BALANCE CHARGE-OFF,,,,0,,,,Jun-17,,,,
2083.1,1,Sold,Q MOTORCARS,,2008.0,PONTIAC,GRAND PRIX,2G2WP552481192539,05/22/2015,05/22/2015,06/02/2015,09/30/2015,09/30/2015,71.6,MIDCITY,MONTE HALE,130000.0,,0.0,7545.23,4650.0,4125.0,4000.0,,0.0,2631.51,1500.0,0.0,0.0,-6045.23,1053.54,-4991.69,0.0,-4991.69,CASH,,,,,0,4000.0,-2500.0,-0.625,May-15,,,,
2085.1,1,Sold,MIDCITY,,2006.0,CHEVROLET,SILVERADO,2GCEC13T661241194,02/02/2016,02/02/2016,02/12/2016,02/15/2016,02/26/2016,63.1,MIDCITY,DFW AUTO  FINANCE,156000.0,,0.0,11744.42,10875.0,7150.0,7150.0,,0.0,0.0,8000.0,0.0,0.0,-3744.42,379.31,-3365.11,0.0,-3365.11,CASH,,,,,1,7150.0,850.0,0.11888111888111888,Feb-16,,,,
2089.1,1,Reinstate,JENO ,,2010.0,HYUNDAI,ELANTRA,KMHDU4AD8AU020260,03/05/2018,03/05/2018,03/15/2018,,,33.0,,,,,0.0,3199.51,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,Mar-18,,,,
2090.1,1,Sold,Q MOTORS,,2008.0,MADZA,M3,JM1BK34L581105485,03/09/2018,03/09/2018,03/19/2018,03/28/2018,03/31/2018,37.5,INNOVATE,INNOVATE,167028.0,,0.0,3109.12,5675.0,1575.0,1575.0,,0.0,0.0,3000.0,0.0,0.0,-109.12,21.54,-87.58,0.0,-87.58,CASH,,,,,1,1575.0,1425.0,0.9047619047619048,Mar-18,0.115,1393.88,1606.12,0.0
2092.1,1,OCO,MIDCITY,,,,,,01/22/2019,,,,01/22/2019,26.9,,,,,0.0,434.62,,,,,0.0,0.0,,0.0,0.0,-434.62,0.0,-434.62,0.0,-434.62,,LOW BALANCE CHARGE-OFF,,OLD,,0,,,,Jan-19,,,,
2093.1,1,Sold,Q MOTORCARS,,2008.0,DODGE,AVENGER,1B3LC46R28N242368,03/18/2015,03/18/2015,03/30/2015,10/02/2015,10/07/2015,73.8,MANHEIM,MANHEIM,121000.0,,0.0,7854.92,4900.0,3700.0,3500.0,,0.0,2240.76,841.0,0.0,0.0,-7013.92,1092.44,-5921.48,0.0,-5921.48,CASH,,,,,0,3500.0,-2659.0,-0.7597142857142857,Mar-15,,,,
2095.1,1,Sold,MARIO'S AUTOMART,,2005.0,TOYOTA,AVALON,,10/02/2014,10/02/2014,10/13/2014,11/19/2014,12/26/2014,79.3,MIDCITY,MIDCITY,122818.0,,0.0,11084.52,7650.0,7433.0,,,0.0,0.0,8429.0,0.0,0.0,-2655.52,1890.515,-765.005,0.0,-765.005,ACCT 2366,,,,,0,7433.0,996.0,0.1339970402260191,Oct-14,,,,
2096.1,1,Sold,JENO AUTOPLEX,,2006.0,CHRYSLER,300,2C3KA53G76H383584,09/08/2017,09/08/2017,09/18/2017,10/16/2017,10/31/2017,43.6,COPART,COPART,153692.0,,0.0,3125.38,3625.0,2275.0,1175.0,,0.0,806.87,450.0,0.0,0.0,-2675.38,0.0,-2675.38,0.0,-2675.38,CASH,,,,,0,1175.0,-725.0,-0.6170212765957447,Sep-17,,,,
2099.1,1,Sold,JENO AUTOPLEX,,2007.0,PONTIAC,GRAND PRIX,2G2WP552471211959,04/07/2015,04/08/2015,04/20/2015,07/17/2015,07/17/2015,73.1,MIDCITY,MANHEIM,112075.0,,0.0,8692.06,4950.0,4075.0,4000.0,,0.0,2756.92,2602.0,0.0,0.0,-6090.06,1151.7,-4938.36,0.0,-4938.36,CASH,,,,,0,4000.0,-1398.0,-0.3495,Apr-15,,,,
2100.1,1,Sold,MIDCITY,,2007.0,VOLKSWAGEN,GTI,WVWFV71K57W115415,08/27/2015,08/27/2015,09/07/2015,10/30/2015,10/30/2015,68.4,MANHEIM,MANHEIM,107021.0,,0.0,10385.45,6100.0,5500.0,5500.0,,0.0,3760.64,3560.0,0.0,0.0,-6825.45,902.96,-5922.49,100.0,-5822.49,CASH,,,,,0,5500.0,-1940.0,-0.3527272727272727,Aug-15,,,,
2101.1,1,Sold,MIDCITY,,2004.0,BMW,X3,WBXPA73474WB25508,03/18/2015,03/18/2015,03/30/2015,04/16/2015,04/17/2015,73.8,MIDCITY,MANHEIM,120000.0,,0.0,10196.16,6575.0,5200.0,5800.0,,0.0,3329.12,3910.0,0.0,0.0,-6286.16,1369.83,-4916.33,0.0,-4916.33,CASH,,,,,0,5200.0,-1290.0,-0.24807692307692308,Mar-15,,,,
2102.1,1,OCO,JENO AUTOPLEX,,,,,,11/22/2017,,,,11/22/2017,41.1,,,,,0.0,156.94,,,,,0.0,0.0,,0.0,0.0,-156.94,0.0,-156.94,,-156.94,,LOW BALANCE CHARGE-OFF,,,,0,,,,Nov-17,,,,
2104.1,1,Sold,Q MOTORCARS,,2008.0,CHRYSLER,300,2C3KA53G18H222599,09/30/2015,09/30/2015,10/12/2015,10/30/2015,10/30/2015,67.2,COPART,MONTE HALE,197231.0,,0.0,7245.3,3950.0,1525.0,1525.0,,0.0,962.62,800.0,0.0,0.0,-6445.3,449.45,-5995.85,0.0,-5995.85,CASH,,,,,0,1525.0,-725.0,-0.47540983606557374,Sep-15,,,,
2105.1,1,Sold,6TH GEAR,,2004.0,CHEVROLET,TAHOE,1GNEC13Z54R149316,12/03/2015,12/03/2015,12/14/2015,02/01/2016,02/02/2016,65.1,COPART,COPART,179000.0,,0.0,6154.0,4875.0,2900.0,1500.0,,0.0,896.4,365.0,0.0,0.0,-5789.0,558.83,-5230.17,0.0,-5230.17,CASH,,,,,0,1500.0,-1135.0,-0.7566666666666667,Dec-15,,,,
2105.9,9,Sold,6TH GEAR,,2005.0,CHEVROLET,TAHOE,REPAIR LOAN,12/03/2015,12/03/2015,12/14/2015,02/02/2016,02/02/2016,65.1,REPAIR LOAN,REPAIR LOAN,,,0.0,1526.27,,,,,0.0,0.0,,0.0,0.0,-1526.27,0.0,-1526.27,0.0,-1526.27,,,,,,0,,,,Dec-15,,,,
2106.1,1,Sold,MARIOS AUTOMOART,,2004.0,TOYOTA,CAMRY,4T1BE32K54U267848,01/17/2017,01/17/2017,01/27/2017,05/09/2017,05/09/2017,51.4,COPART,MONTE HALE,109000.0,,0.0,5670.37,5670.37,2750.0,900.0,,0.0,594.34,800.0,0.0,0.0,-4870.37,90.8,-4779.57,0.0,-4779.57,CASH,,,,,0,900.0,-100.0,-0.1111111111111111,Jan-17,,,,
2107.1,1,OCO,Q MOTORCARS,,,,,,07/08/2014,,,,01/03/2015,82.2,,,,,0.0,9215.49,,,,,0.0,0.0,,0.0,0.0,-9215.49,1609.29,-7606.2,0.0,-7606.2,,INSURANCE DEFICIENCY,,,,0,,,,Jul-14,,,,
2111.1,1,Sold,AFFORDABLE AUTO BROKERS,,2006.0,CADILLAC,DTS,1G6KD57Y56U112805,02/02/2016,02/02/2016,02/12/2016,02/24/2016,02/25/2016,63.1,MIDCITY,MONTE HALE,147535.0,,0.0,7947.89,4025.0,2450.0,2450.0,,0.0,0.0,2000.0,0.0,0.0,-5947.89,630.92,-5316.97,0.0,-5316.97,CASH,,,,,1,2450.0,-450.0,-0.1836734693877551,Feb-16,,,,
2112.1,1,OCO,HEB,,,,,,07/29/2014,,,,12/30/2014,81.5,,,,,0.0,6431.18,,,,,0.0,0.0,,0.0,0.0,-6431.18,1161.35,-5269.83,0.0,-5269.83,,SKIP,,,,0,,,,Jul-14,,,,
2113.1,1,Sold,JENO AUTOPLEX,,2003.0,MERCEDES,E-CLASS,WDBUF65J53A239058,01/26/2015,01/26/2015,02/05/2015,03/18/2015,03/18/2015,75.5,MIDCITY,TEXAS CAN,172119.0,,0.0,8206.7,4875.0,4735.0,3500.0,,0.0,2216.42,3900.0,0.0,0.0,-4306.7,1097.65,-3209.05,0.0,-3209.05,CASH,,,,,0,3500.0,400.0,0.11428571428571428,Jan-15,,,,
2114.1,1,Sold,AUTO LIMITS,,2006.0,AUDI,A8,WAUML44E36N006213,02/17/2015,02/17/2015,02/27/2015,09/15/2015,09/16/2015,74.7,MANHEIM-HSTN,MANHEIM,145614.0,,0.0,12691.42,8200.0,6675.0,6500.0,,0.0,4341.09,705.86,0.0,0.0,-11985.56,1457.16,-10528.4,0.0,-10528.4,CASH,,,,,0,6500.0,-5794.14,-0.8914061538461538,Feb-15,,,,
2115.1,1,Sold,CAPITAL AUTO SALES,,2008.0,CHEVROLET,EQUINOX,2CNDL33F186013820,07/28/2016,07/28/2016,08/07/2016,09/21/2016,09/21/2016,57.2,MIDCITY,MANHEIM,171364.0,,0.0,8017.64,3675.0,1975.0,1975.0,,0.0,1273.47,850.0,0.0,0.0,-7167.64,355.38,-6812.26,0.0,-6812.26,CASH,,,,,0,1975.0,-1125.0,-0.569620253164557,Jul-16,,,,
2117.1,1,Sold,MARIOS AUTOMART,,2006.0,JEEP,LIBERTY,1J4GL38KX6W139730,11/17/2016,11/17/2016,11/28/2016,01/31/2017,01/31/2017,53.4,COPART,COPART,196131.0,,0.0,3411.33,3825.0,550.0,500.0,,0.0,301.98,600.0,0.0,0.0,-2811.33,0.0,-2811.33,0.0,-2811.33,CASH,,,,,0,500.0,100.0,0.2,Nov-16,,,,
2117.9,9,Sold,,,,REPAIR LOAN,,,11/17/2016,,,01/31/2017,01/31/2017,53.4,REPAIR LOAN,REPAIR LOAN,,,0.0,671.69,,,,,0.0,0.0,,0.0,0.0,-671.69,0.0,-671.69,0.0,-671.69,,,,,,0,,,,Nov-16,,,,
2120.1,1,OCO,MARIOS AUTOMART,,,,,,12/21/2015,,,,12/21/2015,64.5,,,,,0.0,11169.47,,,,,0.0,0.0,,0.0,0.0,-11169.47,1407.07,-9762.4,0.0,-9762.4,,SKIP / LEGAL ACTION FAILED,,,,0,,,,Dec-15,,,,
2127.1,1,Sold,PRO SELECT,,2008.0,VOLVO,XC90,YV4CN982281436487,05/21/2018,05/21/2018,05/31/2018,07/05/2018,07/12/2018,35.1,DRIVE,DRIVE,129087.0,,0.0,8973.13,5225.0,3000.0,3000.0,,0.0,2573.42,1000.0,0.0,0.0,-7973.13,0.0,-7973.13,0.0,-7973.13,,,,OLD,,0,3000.0,-2000.0,-0.6666666666666666,May-18,0.142,2574.0,-1574.0,-0.6114996114996115
2128.1,1,Sold,HEB AUTO SALES,,2006.0,PONTIAC,G  6,1G2ZM551664249466,05/11/2015,05/11/2015,05/21/2015,07/06/2015,07/06/2015,72.0,MIDCITY,MANHEIM,163989.0,,0.0,6090.63,3800.0,1550.0,1800.0,,0.0,1019.71,1302.0,0.0,0.0,-4788.63,502.08,-4286.55,0.0,-4286.55,CASH,,,,,0,1550.0,-248.0,-0.16,May-15,,,,
2133.1,1,Sold,6TH GEAR,,2007.0,CADILLAC,CTS,1G6DP577270101034,01/09/2015,01/09/2015,01/20/2015,02/26/2015,02/28/2015,76.0,MIDCITY,EDWARDS MOTOR CO,113349.0,,0.0,10739.61,6000.0,6016.0,4000.0,,0.0,2533.05,2700.0,0.0,0.0,-8039.61,1470.69,-6568.92,0.0,-6568.92,CASH,,,,,0,4000.0,-1300.0,-0.325,Jan-15,,,,
2140.1,1,OCO,J & I,,,,,,11/28/2016,,,,11/28/2016,53.1,,,,,0.0,4581.1,,,,,0.0,0.0,,0.0,0.0,-4581.1,75.66,-4505.44,0.0,-4505.44,,SKIP,,,,0,,,,Nov-16,,,,
2143.1,1,Sold,IMD MOTORS,,2005.0,CADILLAC,SRX,1GYEE637650231716,12/23/2015,,12/23/2015,01/26/2016,01/26/2016,64.4,COPART,COPART,156300.0,,0.0,5516.48,4100.0,2100.0,2100.0,,0.0,1254.96,515.0,0.0,0.0,-5001.48,377.06,-4624.42,0.0,-4624.42,CASH,,,,,0,2100.0,-1585.0,-0.7547619047619047,Dec-15,,,,
2144.1,1,Sold,MIDCITY,,2011.0,KIA,FORTE,KNAFT4A26B5398374,06/09/2015,06/09/2015,06/19/2015,01/19/2016,01/19/2016,71.0,MANHEIM,MONTE HALE,87000.0,,0.0,11768.94,5250.0,4650.0,4700.0,,0.0,2994.72,2800.0,0.0,0.0,-8968.94,1360.41,-7608.53,0.0,-7608.53,CASH,,,,,0,4650.0,-1850.0,-0.3978494623655914,Jun-15,,,,
2145.1,1,Sold,MARIOS AUTOMART,,2006.0,NISSAN,ALTIMA,,01/13/2015,01/13/2015,01/23/2015,01/16/2015,01/19/2015,75.9,MIDCITY,EDWARDS MOTOR CO,142699.0,,0.0,7894.17,5100.0,5350.0,,,0.0,0.0,2200.0,0.0,0.0,-5694.17,1059.13,-4635.04,0.0,-4635.04,CASH,,,,,1,5100.0,-2900.0,-0.5686274509803921,Jan-15,,,,
2146.1,1,Sold,NORTH TEXAS AUTOS,,2006.0,CHEVROLET,IMPALA,2G1WD58C169260781,04/05/2016,04/05/2016,04/15/2016,04/26/2016,04/26/2016,61.0,COPART,COPART,122000.0,,0.0,7071.75,6100.0,4300.0,500.0,,0.0,0.0,490.0,0.0,0.0,-6581.75,397.46,-6184.29,0.0,-6184.29,CASH,,,,,1,500.0,-10.0,-0.02,Apr-16,,,,
2148.1,1,OCO,MIDCITY,,,,,,04/15/2015,,,,04/15/2015,72.8,,,,,0.0,4907.77,,,,,0.0,0.0,,0.0,0.0,-4907.77,563.39,-4344.38,0.0,-4344.38,,WRECKED / NO INSURANCE,,,,0,,,,Apr-15,,,,
2153.1,1,Sold,Q MOTORCARS,,2004.0,CADILLAC,SRX,,10/22/2014,10/22/2014,11/03/2014,01/07/2015,01/07/2015,78.7,MIDCITY,TEXAS CAN,144000.0,,0.0,7303.21,4425.0,3848.0,,,0.0,0.0,2850.0,0.0,0.0,-4453.21,767.1,-3686.11,0.0,-3686.11,CASH,,,,,0,3848.0,-998.0,-0.25935550935550933,Oct-14,,,,
2154.1,1,Sold,J&I,,2005.0,CHEVROLET,SILVERADO,,10/30/2014,10/30/2014,11/10/2014,11/21/2014,12/26/2014,78.4,B&M BODY SHOP,COPART,181000.0,,0.0,8261.47,5675.0,4300.0,,,0.0,0.0,1365.0,0.0,0.0,-6896.47,1005.1,-5891.37,0.0,-5891.37,CASH,,,,,0,4300.0,-2935.0,-0.6825581395348838,Oct-14,,,,
2155.1,1,Sold,BEST PRICE,,2008.0,CHEVROLET,MALIBU,1G1ZK57788F177348,12/23/2014,12/23/2014,01/02/2015,01/28/2015,01/28/2015,76.6,COPART,COPART,186985.0,,0.0,8722.74,5000.0,5975.0,,,0.0,0.0,2610.0,0.0,0.0,-6112.74,1258.27,-4854.47,0.0,-4854.47,CASH,,,,,0,5000.0,-2390.0,-0.478,Dec-14,,,,
2157.1,1,Sold,JENO AUTOPLEX,,2006.0,CADILLAC,STS,1G6DW677360194976,11/27/2015,11/27/2015,12/07/2015,01/26/2016,01/26/2016,65.3,COPART,COPART,137000.0,,0.0,8329.17,5220.0,3750.0,750.0,,0.0,428.03,315.0,0.0,0.0,-8014.17,1027.08,-6987.09,0.0,-6987.09,CASH,,,,,0,750.0,-435.0,-0.58,Nov-15,,,,
2158.1,1,Sold,DORSA MOTORS,,2004.0,FORD,F250,1FTNW21P14EC45281,11/09/2017,11/09/2017,11/20/2017,11/30/2017,11/30/2017,41.5,PAR,PAR,257202.0,,0.0,7503.88,11750.0,6025.0,5200.0,,0.0,0.0,3000.0,0.0,0.0,-4503.88,0.0,-4503.88,0.0,-4503.88,CASH,,,,,1,5200.0,-2200.0,-0.4230769230769231,Nov-17,,,,
2159.1,1,Sold,BEST PRICE,,2009.0,FORD,FUSION,,08/29/2014,08/29/2014,09/08/2014,10/15/2014,12/26/2014,80.5,MIDCITY,TEXAS CAN,131200.0,,0.0,8202.19,6000.0,5194.0,,,0.0,0.0,2600.0,0.0,0.0,-5602.19,1101.35,-4500.84,1100.0,-3400.84,CASH,,,,,0,5194.0,-2594.0,-0.4994224104736234,Aug-14,,,,
2160.1,1,Sold,AUTO LIMITS,,2008.0,SATURN,AURA,,10/16/2014,10/16/2014,10/27/2014,11/25/2014,12/26/2014,78.9,COPART,TEXAS CAN,119000.0,,0.0,9526.59,6125.0,5364.0,,,0.0,0.0,3950.0,0.0,0.0,-5576.59,1510.31,-4066.28,0.0,-4066.28,CASH,,,,,0,5364.0,-1414.0,-0.26360924683072334,Oct-14,,,,
2162.1,1,Sold,MIDCITY,,2006.0,CHRYSLER,PACIFICA,2A4GM68406R815675,11/05/2014,11/05/2014,11/17/2014,02/11/2015,02/11/2015,78.2,MIDCITY,TEXAS CAN,146000.0,,0.0,5381.02,3975.0,3458.0,,,0.0,0.0,1300.0,0.0,0.0,-4081.02,709.75,-3371.27,0.0,-3371.27,CASH,,,,,0,3458.0,-2158.0,-0.6240601503759399,Nov-14,,,,
2163.1,1,Sold,MIDCITY,,2008.0,DODGE,CHARGER,2B3KA43R98H174441,03/23/2016,03/23/2016,04/04/2016,09/29/2016,09/30/2016,61.4,COPART,MONTE HALE,175000.0,,0.0,4788.88,3510.0,3625.0,3000.0,,0.0,2331.71,800.0,0.0,0.0,-3988.88,700.13,-3288.75,0.0,-3288.75,CASH,,,,,0,3000.0,-2200.0,-0.7333333333333333,Mar-16,,,,
2165.1,1,OCO,JENO,,,,,,06/25/2014,,,,12/10/2014,82.6,,,,,0.0,1181.0,,,,,0.0,0.0,,0.0,0.0,-1181.0,1284.395,103.395,0.0,103.395,,INSURANCE DEFICIENCY,net gain,,,0,,,,Jun-14,,,,
2168.1,1,Sold,HEB AUTO SALES,,2004.0,GMC,YUKON,1GKEC13Z84R140154,12/31/2014,01/02/2015,01/12/2015,02/25/2015,02/25/2015,76.3,TEXAS CAN,TEXAS CAN,159588.0,,0.0,8103.33,5425.0,5876.0,5500.0,,2201.0,0.0,3500.0,0.0,0.0,-4603.33,1142.44,-3460.89,0.0,-3460.89,CASH,,,,,0,5425.0,-1925.0,-0.3548387096774194,Dec-14,,,,
2169.1,1,Sold,MIDCITY,,2004.0,GMC,YUKON XL,3GKFK16Z24G203428,10/20/2016,10/20/2016,10/31/2016,12/07/2016,12/12/2016,54.4,PAR,PAR,208300.0,,0.0,7398.49,6300.0,3325.0,1200.0,,0.0,729.86,1118.5,0.0,0.0,-6279.99,116.62,-6163.37,0.0,-6163.37,CASH,,,,,0,1200.0,-81.5,-0.06791666666666667,Oct-16,,,,
2173.1,1,Sold,DORSHA MOTORS,,2006.0,BMW,X3,WBXPA93476WG75662,10/30/2014,10/30/2014,11/10/2014,12/17/2015,12/17/2015,78.4,COPART,COPART,140000.0,,0.0,12434.06,8475.0,7589.0,7589.0,,0.0,0.0,1965.0,0.0,0.0,-10469.06,2145.76,-8323.3,0.0,-8323.3,CASH,,,,,0,7589.0,-5624.0,-0.7410726050863091,Oct-14,,,,
2174.1,1,Sold,6TH GEAR,,2002.0,NISSAN,FRONTIER,1N6ED29Y52C351998,01/27/2016,01/27/2016,02/08/2016,05/31/2016,05/31/2016,63.3,MIDCITY MUFFLER,MONTE HALE,178712.0,,0.0,7139.3,6825.0,2775.0,2775.0,,0.0,1777.67,1100.0,0.0,0.0,-6039.3,639.75,-5399.55,0.0,-5399.55,CASH,,,,,0,2775.0,-1675.0,-0.6036036036036037,Jan-16,,,,
2176.1,1,Sold,6TH GEAR,,2007.0,FORD,F-150,1FTRX14W57FB21587,03/28/2016,03/28/2016,04/07/2016,04/19/2016,04/20/2016,61.2,MIDCITY MUFFLER,DFW AUTO  FINANCE,162868.0,,0.0,13004.3,9075.0,5825.0,5825.0,,0.0,4527.41,6000.0,0.0,0.0,-7004.3,895.49,-6108.81,0.0,-6108.81,CASH,,,,,0,5825.0,175.0,0.030042918454935622,Mar-16,,,,
2177.1,1,Sold,J & I,,2003.0,VOLVO,S 60,YV1RS61T932246982,12/28/2015,12/28/2015,01/08/2015,03/15/2016,03/19/2016,64.3,MIDCITY,COPART,150000.0,,0.0,2810.56,2750.0,1100.0,1100.0,,0.0,657.36,65.0,0.0,0.0,-2745.56,104.47,-2641.09,0.0,-2641.09,CASH,,,,,0,1100.0,-1035.0,-0.9409090909090909,Dec-15,,,,
218.1,1,Sold,MIDCITY,,2002.0,CHEVROLET,SILVERADO,,03/13/2012,03/14/2012,03/26/2012,03/27/2012,03/27/2012,110.4,SOLD,MIDCITY,,,0.0,7764.47,,,,,0.0,0.0,6716.27,0.0,0.0,-1048.2,1074.218932,26.01893151,0.0,26.01893151,ACCT 447,,,,,1,,,,Mar-12,,,,
2180.1,1,Sold,MIDCITY,,2004.0,ACURA,TL,19UUA66284A056750,02/25/2015,02/26/2015,03/09/2015,03/26/2015,03/26/2015,74.5,MIDCITY,HEB,135270.0,,0.0,8352.18,6025.0,5225.0,5400.0,,0.0,3489.57,3850.0,0.0,0.0,-4502.18,797.32,-3704.86,0.0,-3704.86,CASH,,,,,0,5225.0,-1375.0,-0.2631578947368421,Feb-15,,,,
2181.1,1,Sold,MIDCITY,,2005.0,GMC,YUKON,1GKEC13T05R170925,11/18/2016,11/18/2016,11/28/2016,04/05/2017,04/05/2017,53.4,MIDCITY MUFFLER,MONTE HALE,167263.0,,0.0,5989.24,7550.0,3550.0,3550.0,,0.0,2144.06,2144.06,0.0,0.0,-3845.18,183.45,-3661.73,0.0,-3661.73,CASH,,,,,0,3550.0,-1405.94,-0.3960394366197183,Nov-16,,,,
2182.1,1,Sold,6TH GEAR,,2007.0,GMC,ENVOY,1GKDS13S872215238,08/02/2018,08/02/2018,08/13/2018,09/05/2018,09/05/2018,32.7,INNOVATE,INNOVATE,154500.0,,0.0,6489.51,4125.0,2000.0,2000.0,,0.0,1513.18,1300.0,0.0,0.0,-5189.51,0.0,-5189.51,0.0,-5189.51,,,,OLD,,0,2000.0,-700.0,-0.35,Aug-18,0.243,1514.0,-214.0,-0.14134742404227213
2182.9,9,OCO,6TH GEAR,,,,,,08/02/2018,,,,08/02/2018,32.7,,,,,0.0,1109.31,,,,,0.0,0.0,,0.0,0.0,-1109.31,0.0,-1109.31,0.0,-1109.31,,REPAIR LOAN,,N/A,,0,,,,Aug-18,,,,
2185.1,1,Sold,MIDCITY,,2008.0,SATURN,OUTLOOK,5GZER137X8J118300,10/16/2014,10/16/2014,10/27/2014,03/12/2015,03/11/2015,78.9,MIDCITY,MANHEIM,124597.0,,0.0,11974.35,7750.0,6917.0,7000.0,,0.0,0.0,6075.0,0.0,0.0,-5899.35,1870.24,-4029.11,0.0,-4029.11,CASH,,,,,0,6917.0,-842.0,-0.12172907329767241,Oct-14,,,,
