LOAN  #,Account Number,Status,DEALER,NAME,YEAR,MAKE,MODEL,VIN,GAAP DATE,NOI SENT,DAFS,DATE SOLD,C/O DATE,MONTHS IN INVENTORY,LOCATION,SOLD TO,MILEAGE,CR Grade,CHARGEABLE DAMAGES,BALANCE REPO DATE,AWV,MMR,CASH PRICE,ESTIMATED RECOVERY %,CURRENT MO PROCEEDS ESTIMATE,EOM GAAP PROCEEDS ESTIMATE,ACTUAL PROCEEDS,BACK END PRODUCT CANCELLATION,INSURANCE CLAIMS,GROSS C/O AMT,UNEARNED DISCOUNT,NET LOSS OR GAIN,RECOVERY,REM BAL,CASH OR NEW A/C#?,REASON / COMMENTS,Notes,EXCEPTION?,EXCEPTION DETAIL,Same Month Sale,MIN VAL,GAIN (LOSS),% DIFF,REPO_MONTH,REPO_ALLOW2 (HIST),Proforma NRV,Proforma G/L,Proforma Difference
1002.1,1,Sold,Q MOTORCARS,,2006.0,FORD,EXPEDITION,,01/23/2013,01/23/2013,02/04/2013,10/30/2013,10/30/2013,99.9,SOLD,TEXAS CAN,,,0.0,12637.18,5000.0,,,,0.0,0.0,3750.0,0.0,0.0,-8887.18,1496.515342,-7390.664658,0.0,-7390.664658,CASH,,,,,0,5000.0,-1250.0,-0.25,Jan-13,,,,
1003.1,1,OCO,N TX AUTOS,,,,,,12/27/2013,,,,06/20/2014,88.6,,,,,0.0,2267.84,,,,,0.0,0.0,,0.0,0.0,-2267.84,648.42,-1619.42,0.0,-1619.42,,INSURANCE DEFICIENCY,,,,0,,,,Dec-13,,,,
1005.1,1,Sold,MIDCITY,,2008.0,DODGE,NITRO,1D8GU58628W118182,03/06/2015,03/06/2015,03/16/2015,07/28/2015,07/29/2015,74.2,MIDCITY,MONTE HALE,173180.0,,0.0,12063.04,10475.0,6275.0,7500.0,,0.0,4017.36,4000.0,0.0,0.0,-8063.04,542.46,-7520.58,0.0,-7520.58,CASH,,,,,0,6275.0,-2275.0,-0.36254980079681276,Mar-15,,,,
1008.1,1,Sold,DESTINY,,2007.0,NISSAN,ALTIMA,,11/23/2013,11/25/2013,12/05/2013,12/09/2013,01/28/2014,89.8,SOLD,MIDCITY,112900.0,,0.0,9825.37,7425.0,,,,0.0,0.0,7383.0,0.0,0.0,-2442.37,1079.873781,-1362.496219,0.0,-1362.496219,ACCT 1820,,,,,0,7425.0,-42.0,-0.0056565656565656566,Nov-13,,,,
1011.1,1,Sold,MIDCITY,,2008.0,MERCURY,SABLE,,02/28/2014,,02/28/2014,03/08/2014,07/01/2014,86.5,SOLD,HEB,132677.0,,0.0,10439.55,6525.0,,,,0.0,0.0,6329.0,0.0,0.0,-4110.55,1250.38,-2860.17,0.0,-2860.17,ACCT 1992,,,,,0,6525.0,-196.0,-0.03003831417624521,Feb-14,,,,
1013.1,1,Sold,All PRO,,2002.0,HONDA,CRV,,01/14/2013,01/14/2013,01/24/2013,03/11/2013,03/24/2013,100.2,SOLD,ALL PRO,,,0.0,8079.64,,,,,0.0,0.0,6589.0,0.0,0.0,-1490.64,1373.189151,-117.4508493,0.0,-117.4508493,ACCT 1252,,,,,0,,,,Jan-13,,,,
1014.1,1,Sold,AUTO LIMITS,,2006.0,VW,PASSAT,,08/29/2013,08/29/2013,09/09/2013,10/17/2013,11/29/2013,92.6,SOLD,MIDCITY,,,0.0,8544.53,5550.0,,,,0.0,0.0,6157.0,0.0,0.0,-2387.53,877.4865753,-1510.043425,0.0,-1510.043425,ACCT 1738,,,,,0,5550.0,607.0,0.10936936936936936,Aug-13,,,,
1018.1,1,Sold,REAGOR AUTO MALL,,2006.0,VOLKSWAGEN,PASSAT,WVWAK73C26P153704,05/05/2014,,05/05/2014,04/29/2015,04/29/2015,84.3,COPART,MONTY HALE,130799.0,,0.0,6190.19,4400.0,4639.0,4000.0,,0.0,0.0,1000.0,0.0,0.0,-5190.19,701.18,-4489.01,0.0,-4489.01,CASH,,,,,0,4000.0,-3000.0,-0.75,May-14,,,,
1019.1,1,Sold,JENO,,2006.0,VOLKSWAGEN,JETTA,,01/31/2014,,01/31/2014,10/15/2014,10/15/2014,87.5,Q MOTORCARS,TEXAS CAN,102922.0,,0.0,7085.79,5450.0,,,,0.0,0.0,1950.0,0.0,0.0,-5135.79,776.3,-4359.49,0.0,-4359.49,CASH,,,,,0,5450.0,-3500.0,-0.6422018348623854,Jan-14,,,,
1021.1,1,Sold,MIDCITY,,2001.0,TOYOTA,4-RUNNER,,01/28/2014,01/28/2014,02/07/2014,03/19/2014,03/31/2014,87.6,SOLD,ALLIANCE AA,141360.0,,0.0,7003.91,5175.0,,,,0.0,0.0,2740.0,0.0,0.0,-4263.91,206.44,-4057.47,0.0,-4057.47,CASH,,,,,0,5175.0,-2435.0,-0.47053140096618357,Jan-14,,,,
1024.1,1,Sold,MIDCITY,,2010.0,FORD,FUSION,,11/04/2013,11/04/2013,11/14/2013,03/18/2014,03/31/2014,90.4,SOLD,COPART,122814.0,,0.0,11794.33,8625.0,,,,0.0,0.0,3149.0,0.0,0.0,-8645.33,1671.112301,-6974.217699,0.0,-6974.217699,CASH,,,,,0,8625.0,-5476.0,-0.6348985507246376,Nov-13,,,,
1026.1,1,Sold,MIDCITY,,2007.0,DODGE,CALIBER,,11/11/2013,,11/11/2013,11/12/2013,02/01/2014,90.2,SOLD,BC CLASSICS,147888.0,,0.0,6246.01,3575.0,,,,0.0,0.0,2200.0,0.0,0.0,-4046.01,30.94,-4015.07,0.0,-4015.07,CASH,,,,,1,3575.0,-1375.0,-0.38461538461538464,Nov-13,,,,
1027.1,1,Sold,MIDCITY,,2000.0,FORD,F-250,,07/23/2013,07/23/2013,08/02/2013,08/19/2013,08/19/2013,93.9,SOLD,MIDCITY,,,0.0,6307.62,4250.0,,,,0.0,0.0,3597.0,0.0,0.0,-2710.62,777.6163288,-1933.003671,0.0,-1933.003671,ACCT 1610,,,,,0,4250.0,-653.0,-0.15364705882352941,Jul-13,,,,
1029.1,1,Sold,MIDCITY,,2005.0,JEEP,GRAND CHEROKEE,1J8HS48N75C559676,07/18/2015,,07/18/2015,02/17/2016,02/17/2016,69.7,METRO,MONTE HALE,138655.0,,0.0,6986.04,6000.0,4300.0,4300.0,,0.0,2609.24,2000.0,0.0,0.0,-4986.04,169.94,-4816.1,0.0,-4816.1,CASH,,,,,0,4300.0,-2300.0,-0.5348837209302325,Jul-15,,,,
1030.1,1,Sold,MIDCITY,,2002.0,DODGE,DAKOTA,,04/03/2013,04/03/2013,04/15/2013,05/16/2013,07/01/2013,97.6,SOLD,COPART,,,0.0,7009.93,,,,,0.0,0.0,480.8,0.0,0.0,-6529.13,1059.148767,-5469.981233,0.0,-5469.981233,CASH,,,,,0,,,,Apr-13,,,,
1032.1,1,Sold,CHULA MOTOR SPORTS,,2000.0,MERCEDES,E-CLASS,,10/03/2014,10/03/2014,10/13/2014,12/10/2014,12/26/2014,79.3,MIDCITY,TEXAS CAN,170000.0,,0.0,4812.06,4125.0,2450.0,,,0.0,0.0,1800.0,0.0,0.0,-3012.06,779.1,-2232.96,0.0,-2232.96,CASH,,,,,0,2450.0,-650.0,-0.2653061224489796,Oct-14,,,,
1033.1,1,Sold,MIDCITY,,2005.0,HONDA,ACCORD,,08/07/2014,08/08/2014,08/18/2014,08/25/2014,12/09/2014,81.2,MIDCITY,EDWARDS MOTOR CO,175354.0,,0.0,6336.04,6685.0,4537.0,,,0.0,0.0,2700.0,0.0,0.0,-3636.04,578.97,-3057.07,0.0,-3057.07,CASH,,,,,1,4537.0,-1837.0,-0.4048931011681728,Aug-14,,,,
1034.1,1,Sold,JENO,,2008.0,CHRYSLER,300,,01/24/2014,01/24/2014,02/03/2014,04/22/2014,06/02/2014,87.7,SOLD,Q MOTORCARS,151000.0,,0.0,10035.59,6675.0,,,,0.0,0.0,6609.0,0.0,0.0,-3426.59,1117.71,-2308.88,0.0,-2308.88,ACCT 2104,,,,,0,6675.0,-66.0,-0.009887640449438202,Jan-14,,,,
1037.1,1,Sold,MIDCITY,,2003.0,MERCEDES,C-CLASS,WDBRF40J03F442704,01/22/2015,,01/22/2015,04/30/2015,04/30/2015,75.6,COPART,COPART,159948.0,,0.0,7884.99,3300.0,3826.0,3500.0,,0.0,2089.77,615.0,0.0,0.0,-7269.99,976.12,-6293.87,0.0,-6293.87,CASH,,,,,0,3300.0,-2685.0,-0.8136363636363636,Jan-15,,,,
1038.1,1,Sold,MIDCITY,,2009.0,NISSAN,ALTIMA,1N4AL21E89N490484,12/27/2016,12/27/2016,01/06/2017,02/14/2017,02/14/2017,52.1,COPART,COPART,140000.0,,0.0,3560.01,5700.0,2825.0,900.0,,0.0,554.81,800.0,0.0,0.0,-2760.01,0.0,-2760.01,0.0,-2760.01,CASH,,,,,0,900.0,-100.0,-0.1111111111111111,Dec-16,,,,
1040.1,1,Sold,MIDCITY,,2001.0,CHEVROLET,SUBURBAN,3GNEC16T61G223748,01/20/2015,01/20/2015,01/30/2015,04/09/2015,04/09/2015,75.7,COPART,A1 PAINT & BODY,178000.0,,0.0,3419.24,4100.0,2147.0,750.0,,0.0,474.95,650.0,0.0,0.0,-2769.24,259.14,-2510.1,0.0,-2510.1,CASH,,,,,0,750.0,-100.0,-0.13333333333333333,Jan-15,,,,
1041.1,1,Sold,MIDCITY,,2003.0,CHEVROLET,TRAILBLAZER,,11/13/2013,11/13/2013,11/25/2013,12/18/2013,02/01/2014,90.1,SOLD,CARL SIMS,163966.0,,0.0,4530.05,4175.0,,,,0.0,0.0,1200.0,0.0,0.0,-3330.05,245.5680274,-3084.481973,0.0,-3084.481973,CASH,,,,,0,4175.0,-2975.0,-0.7125748502994012,Nov-13,,,,
1042.1,1,Sold,Q MOTORCARS,,2000.0,BMW,5 SERIES,,07/11/2013,07/11/2013,07/22/2013,12/02/2013,12/02/2013,94.3,SOLD,COPART,160127.0,,0.0,5125.59,2500.0,,,,0.0,0.0,1365.0,0.0,0.0,-3760.59,744.5463014,-3016.043699,0.0,-3016.043699,CASH,,,,,0,2500.0,-1135.0,-0.454,Jul-13,,,,
1044.1,1,Sold,AUTO LIMITS,,2004.0,NISSAN,ARMADA,,11/20/2013,,11/20/2013,11/29/2013,02/01/2014,89.9,SOLD,CARL SIMS,272265.0,,0.0,7065.64,7350.0,,,,0.0,0.0,3900.0,0.0,0.0,-3165.64,791.4607397,-2374.17926,0.0,-2374.17926,CASH,,,,,1,7350.0,-3450.0,-0.46938775510204084,Nov-13,,,,
1046.1,1,Sold,JENO,,2007.0,MAZDA,3,,03/18/2013,03/18/2013,03/28/2013,08/13/2013,08/13/2013,98.1,SOLD,Q MOTORCARS,,,0.0,11523.68,6400.0,,,,0.0,0.0,6671.0,0.0,0.0,-4852.68,1984.660219,-2868.019781,0.0,-2868.019781,ACCT 1595,,,,,0,6400.0,271.0,0.04234375,Mar-13,,,,
1047.1,1,Sold,EZ BUY AUTOPLEX,,2004.0,BMW,3 SERIES,WBAET37454NH04811,07/06/2015,07/06/2015,07/16/2015,08/24/2015,08/24/2015,70.1,COPART,COPART,252441.0,,0.0,6836.82,2505.0,850.0,850.0,,0.0,515.78,540.0,0.0,0.0,-6296.82,299.81,-5997.01,0.0,-5997.01,CASH,,,,,0,850.0,-310.0,-0.36470588235294116,Jul-15,,,,
1048.1,1,OCO,MIDCITY,,,,,,06/17/2016,,,,06/17/2016,58.5,,,,,0.0,108.4,,,,,0.0,0.0,,0.0,0.0,-108.4,0.0,-108.4,0.0,-108.4,,LOW BALANCE CHARGE-OFF,,,,0,,,,Jun-16,,,,
1049.1,1,Sold,MIDCITY,,2000.0,CHEVROLET,TAHOE,,10/11/2013,10/11/2013,10/21/2013,10/22/2013,12/10/2013,91.2,SOLD,CAMPBELL,,,0.0,4384.95,1500.0,,,,0.0,0.0,1100.0,0.0,0.0,-3284.95,480.2836164,-2804.666384,0.0,-2804.666384,CASH,,,,,1,1500.0,-400.0,-0.26666666666666666,Oct-13,,,,
1050.1,1,Sold,MIDCITY,,2003.0,LEXUS,GS,,03/17/2014,03/17/2014,03/27/2014,04/08/2014,08/01/2014,86.0,SOLD,COPART,125485.0,,0.0,9068.98,7575.0,,,,0.0,0.0,3149.0,0.0,0.0,-5919.98,982.55,-4937.43,0.0,-4937.43,CASH,,,,,0,7575.0,-4426.0,-0.5842904290429043,Mar-14,,,,
1052.1,1,Sold,MIDCITY,,2007.0,DODGE,CHARGER,2B3KA43G27H752537,08/19/2015,08/19/2015,08/31/2015,06/30/2016,06/30/2016,68.6,MIDCITY MUFFLER,COPART,140000.0,,0.0,4982.1,6200.0,4150.0,4150.0,,0.0,2837.58,515.0,0.0,0.0,-4467.1,212.34,-4254.76,0.0,-4254.76,CASH,,,,,0,4150.0,-3635.0,-0.8759036144578313,Aug-15,,,,
1056.1,1,Sold,NORTH TX,,2004.0,HYUNDAI,ACCENT,,03/14/2013,03/14/2013,03/25/2013,12/02/2013,12/02/2013,98.2,SOLD,NORTH TX,100000.0,,0.0,3734.22,1000.0,,,,0.0,0.0,1500.0,0.0,0.0,-2234.22,756.5001918,-1477.719808,0.0,-1477.719808,CASH,,,,,0,1000.0,500.0,0.5,Mar-13,,,,
1057.1,1,Sold,ADDISON AUTO GROUP,,2008.0,SATURN,VUE,3GSCL537X8S604139,09/17/2015,09/17/2015,09/28/2015,10/15/2015,10/16/2015,67.7,COPART,COPART,123000.0,,0.0,8119.41,5250.0,4400.0,4400.0,,0.0,2777.4,2015.0,0.0,0.0,-6104.41,405.77,-5698.64,0.0,-5698.64,CASH,,,,,0,4400.0,-2385.0,-0.5420454545454545,Sep-15,,,,
1059.1,1,Sold,JENO,,2008.0,PONTIAC,G-6,,05/07/2014,,05/07/2014,06/18/2014,10/23/2014,84.3,SOLD,Q MOTORCARS,108075.0,,0.0,7868.86,6250.0,5001.0,,,0.0,0.0,4310.0,0.0,0.0,-3558.86,1006.25,-2552.61,500.0,-2052.61,CASH,,,,,0,5001.0,-691.0,-0.13817236552689463,May-14,,,,
1061.1,1,OCO,EZ BUY AUTOPLEX,,,,,,04/26/2017,,,,04/26/2017,48.1,,,,,0.0,1166.52,,,,,0.0,0.0,,0.0,0.0,-1166.52,0.0,-1166.52,0.0,-1166.52,,LOW BALANCE CHARGE-OFF,,,,0,,,,Apr-17,,,,
1062.1,1,OCO,MIDCITY,,,,,,05/31/2016,,,,05/31/2016,59.1,,,,,0.0,302.08,,,,,0.0,0.0,,0.0,0.0,-302.08,0.0,-302.08,0.0,-302.08,,LOW BALANCE CHARGE-OFF,,,,0,,,,May-16,,,,
1063.1,1,OCO,JENO,,,,,,04/07/2015,,,,04/08/2015,73.1,,,,,0.0,3172.37,,,,,0.0,0.0,,0.0,0.0,-3172.37,215.56,-2956.81,0.0,-2956.81,,WRECKED / NO INSURANCE,,,,0,,,,Apr-15,,,,
1065.1,1,Sold,ADDISON AUTO GROUP,,2007.0,BUICK,RENDEZVOUS,3G5DA03L77S574156,05/20/2015,05/21/2015,06/01/2015,07/06/2015,07/06/2015,71.7,MIDCITY,MIDCITY,144442.0,,0.0,6472.84,4900.0,2725.0,3000.0,,0.0,1792.71,3000.0,0.0,0.0,-3472.84,438.3,-3034.54,0.0,-3034.54,CASH,,,,,0,2725.0,275.0,0.10091743119266056,May-15,,,,
1067.1,1,Sold,Q MOTORCARS,,2003.0,CADILLAC,CTS-V6,,06/17/2014,06/17/2014,06/27/2014,10/23/2014,10/23/2014,82.9,MIDCITY,MIDCITY,125816.0,,0.0,7782.71,4975.0,3821.0,,,0.0,0.0,4769.0,0.0,0.0,-3013.71,897.93,-2115.78,0.0,-2115.78,ACCT 2345,,,,,0,3821.0,948.0,0.24810259094477885,Jun-14,,,,
1069.1,1,Sold,MIDCITY,,2005.0,CADILLAC,STS,,04/23/2013,04/24/2013,05/06/2013,09/07/2013,09/07/2013,96.9,SOLD,MIDCITY,,,0.0,15641.11,8500.0,,,,0.0,0.0,8757.0,0.0,0.0,-6884.11,29.41,-6854.7,4100.98,-2753.72,ACCT 1660,,,,,0,8500.0,257.0,0.030235294117647058,Apr-13,,,,
1074.1,1,Sold,MIDCITY,,2007.0,MAZDA,3,,04/24/2013,,04/24/2013,04/25/2013,06/30/2013,96.9,SOLD,MIDCITY,,,0.0,10105.35,,,,,0.0,0.0,8452.0,0.0,0.0,-1653.35,1891.243589,237.893589,0.0,237.893589,ACCT 1345,,,,,1,,,,Apr-13,,,,
1079.1,1,Sold,BEST PRICE,,2002.0,AUDI,4,,07/31/2013,,07/31/2013,11/15/2013,11/18/2013,93.6,SOLD,COPART,167013.0,,0.0,5609.42,1500.0,,,,0.0,0.0,815.0,0.0,0.0,-4794.42,775.011589,-4019.408411,0.0,-4019.408411,CASH,,,,,0,1500.0,-685.0,-0.45666666666666667,Jul-13,,,,
108.1,1,Sold,JENO,,2005.0,DODGE,DURANGO,,11/07/2011,11/07/2011,11/17/2011,12/07/2012,12/07/2011,114.7,SOLD,JENO,,,0.0,11049.88,,,,,0.0,0.0,9558.15,0.0,0.0,-1491.73,1411.045342,-80.68465753,0.0,-80.68465753,CASH,,,,,0,,,,Nov-11,,,,
1082.1,1,OCO,MIDCITY,,,,,,04/06/2016,,,,04/06/2016,60.9,,,,,0.0,1339.75,,,,,0.0,0.0,,0.0,0.0,-1339.75,0.0,-1339.75,0.0,-1339.75,,WRECKED / NO INSURANCE,,,,0,,,,Apr-16,,,,
1082.9,9,OCO,MIDCITY,,,,,,04/06/2016,,,,04/06/2016,60.9,,,,,0.0,266.35,,,,,0.0,0.0,,0.0,0.0,-266.35,0.0,-266.35,0.0,-266.35,,REPAIR LOAN,,,,0,,,,Apr-16,,,,
1085.1,1,Sold,MIDCITY,,2001.0,CHEVROLET,TAHOE,,10/10/2013,,10/10/2013,12/02/2013,02/28/2014,91.2,SOLD,MORENO,167000.0,,0.0,5695.45,4675.0,,,,0.0,0.0,3250.0,0.0,0.0,-2445.45,937.723726,-1507.726274,0.0,-1507.726274,CASH,,,,,0,4675.0,-1425.0,-0.3048128342245989,Oct-13,,,,
1087.1,1,Sold,MIDCITY,,2002.0,CHEVROLET,TAHOE,,01/20/2014,01/20/2014,01/30/2014,02/27/2014,02/27/2014,87.8,SOLD,MIDCITY,183042.0,,0.0,7439.88,4075.0,,,,0.0,0.0,6053.6,0.0,0.0,-1386.28,973.93,-412.35,0.0,-412.35,ACCT 1966,,,,,0,4075.0,1978.6000000000004,0.48554601226993876,Jan-14,,,,
1089.1,1,Sold,MIDCITY,,2006.0,VOKSWAGEN,PASSAT,,07/28/2014,07/28/2014,08/07/2014,11/19/2014,12/09/2014,81.5,MIDCITY,TEXAS CAN,127410.0,,0.0,7451.04,5000.0,4098.0,,,0.0,0.0,2300.0,0.0,0.0,-5151.04,865.9,-4285.14,0.0,-4285.14,CASH,,,,,0,4098.0,-1798.0,-0.4387506100536847,Jul-14,,,,
1090.1,1,Sold,MIDCITY,,2003.0,BMW,3 SERIES,,01/21/2014,01/27/2014,02/06/2014,02/12/2014,05/01/2014,87.8,SOLD,TEXAS CAN,125071.0,,0.0,7946.64,4850.0,,,,0.0,0.0,2300.0,0.0,0.0,-5646.64,818.02,-4828.62,0.0,-4828.62,CASH,,,,,0,4850.0,-2550.0,-0.5257731958762887,Jan-14,,,,
1091.1,1,Sold,MIDCITY,,2007.0,FORD,FUSION,3FAHP081X7R113899,12/26/2014,12/26/2014,01/08/2015,02/25/2015,02/25/2015,76.5,MIDCITY MUFFLER,TEXAS CAN,110000.0,,0.0,6695.93,5675.0,4881.0,4000.0,,0.0,0.0,3400.0,0.0,0.0,-3295.93,553.96,-2741.97,0.0,-2741.97,CASH,,,,,0,4000.0,-600.0,-0.15,Dec-14,,,,
1093.1,1,OCO,JENO,,,,,,07/19/2013,,,,10/14/2013,94.0,,,,,0.0,1727.88,,,,,0.0,0.0,,0.0,0.0,-1727.88,1564.843205,-163.0367945,0.0,-163.0367945,,INSURANCE DEFICIENCY,,,,0,,,,Jul-13,,,,
1094.1,1,Sold,MIDCITY,,2005.0,CHRYSLER,PACIFICA,,05/21/2014,05/21/2014,06/02/2014,06/10/2014,10/01/2014,83.8,SOLD,COPART,147952.0,,0.0,5165.81,4350.0,3460.0,,,0.0,0.0,615.0,0.0,0.0,-4550.81,469.76,-4081.05,0.0,-4081.05,CASH,,,,,0,3460.0,-2845.0,-0.8222543352601156,May-14,,,,
1095.1,1,Sold,MIDCITY,,2006.0,VOLKSWAGEN,NEW BEETLE,3VWPW31C96M400200,12/31/2015,12/31/2015,01/10/2016,01/28/2016,01/28/2016,64.2,MIDCITY,CARLOS MERICAL,150000.0,,0.0,3350.89,3400.0,2525.0,2500.0,,0.0,1494.01,750.0,0.0,0.0,-2600.89,143.28,-2457.61,0.0,-2457.61,CASH,,,,,0,2500.0,-1750.0,-0.7,Dec-15,,,,
1096.1,1,Sold,NORTH TEXAS,,2005.0,PONTIAC,G-6,,07/21/2014,07/21/2014,07/31/2014,11/19/2014,12/02/2014,81.8,MIDCITY,TEXAS CAN,170122.0,,0.0,3222.28,3750.0,3525.0,,,0.0,0.0,2250.0,0.0,0.0,-972.28,232.18,-740.1,0.0,-740.1,CASH,,,,,0,3525.0,-1275.0,-0.3617021276595745,Jul-14,,,,
1099.1,1,Sold,ALL PRO,,2005.0,CHEVROLET,SUBURBAN,,11/01/2013,,11/01/2013,01/28/2014,02/28/2014,90.5,SOLD,AFFORDABLE,138500.0,,0.0,14683.33,10550.0,,,,0.0,0.0,9178.0,0.0,0.0,-5505.33,1655.63337,-3849.69663,0.0,-3849.69663,CASH,,,,,0,10550.0,-1372.0,-0.1300473933649289,Nov-13,,,,
1100.1,1,Sold,MIDCITY,,2005.0,TOYOTA,CAMRY,4T1BE32K35U045469,09/24/2015,09/24/2015,10/05/2015,02/17/2016,02/17/2016,67.4,MANHEIM,MONTE HALE,152432.0,,0.0,5024.68,4200.0,3675.0,3675.0,,0.0,2319.76,1400.0,0.0,0.0,-3624.68,234.69,-3389.99,0.0,-3389.99,CASH,,,,,0,3675.0,-2275.0,-0.6190476190476191,Sep-15,,,,
1101.1,1,Sold,Q MOTORCARS,,2006.0,CADILLAC,DTS,,08/27/2013,,08/27/2013,11/04/2013,01/02/2014,92.7,SOLD,COPART,118021.0,,0.0,10094.26,1200.0,,,,0.0,0.0,1165.0,0.0,0.0,-8929.26,1210.042904,-7719.217096,0.0,-7719.217096,CASH,,,,,0,1200.0,-35.0,-0.029166666666666667,Aug-13,,,,
1102.1,1,OCO,ACE MOTOR GROUP,,,,,,12/23/2016,,,,12/23/2016,52.2,,,,,0.0,1288.95,,,,,0.0,0.0,,0.0,0.0,-1288.95,0.0,-1288.95,0.0,-1288.95,,BK,,,,0,,,,Dec-16,,,,
1103.1,1,Sold,MIDCITY,,2005.0,NISSAN,MURANO,,01/24/2014,,01/24/2014,02/26/2014,07/01/2014,87.7,SOLD,MIDCITY,145319.0,,0.0,8611.48,7150.0,,,,0.0,0.0,7079.0,0.0,0.0,-1532.48,930.69,-601.79,0.0,-601.79,ACCT 1965,,,,,0,7150.0,-71.0,-0.00993006993006993,Jan-14,,,,
1108.1,1,Sold,MIDCITY,,2006.0,NISSAN,XTERRA,5N1AN08U66C561500,04/22/2016,04/25/2016,05/05/2016,10/31/2016,10/31/2016,60.4,MIDCITY MUFFLER,EDWARDS MOTOR CO,135281.0,,0.0,4881.77,6475.0,3475.0,3475.0,,0.0,2826.49,2750.0,0.0,0.0,-2131.77,120.24,-2011.53,0.0,-2011.53,CASH,,,,,0,3475.0,-725.0,-0.20863309352517986,Apr-16,,,,
1110.1,1,Sold,Q MOTORCARS,,2005.0,MERCURY,MONTEGO,,01/29/2014,01/29/2014,02/10/2014,03/07/2014,06/02/2014,87.5,SOLD,COPART,105000.0,,0.0,6634.36,5100.0,,,,0.0,0.0,1465.0,0.0,0.0,-5169.36,831.72,-4337.64,0.0,-4337.64,CASH,,,,,0,5100.0,-3635.0,-0.7127450980392157,Jan-14,,,,
1111.1,1,Sold,AUTO LIMITS,,1999.0,CHEVROLET,SUBURBAN,,04/02/2014,04/02/2014,04/14/2014,04/23/2014,04/23/2014,85.4,SOLD,CARL SIMS,286000.0,,0.0,1953.14,1075.0,2047.0,,,0.0,0.0,700.0,0.0,0.0,-1253.14,195.54,-1057.6,0.0,-1057.6,CASH,,,,,1,1075.0,-375.0,-0.3488372093023256,Apr-14,,,,
1112.1,1,Sold,Q MOTORCARS,,2008.0,VOLKSWAGEN,PASSAT,,12/19/2013,12/19/2013,12/30/2013,03/24/2014,03/31/2014,88.9,SOLD,6TH GEAR,96800.0,,0.0,12174.89,8425.0,,,,0.0,0.0,8240.0,0.0,0.0,-3934.89,1887.122959,-2047.767041,0.0,-2047.767041,CASH,,,,,0,8425.0,-185.0,-0.02195845697329377,Dec-13,,,,
1115.1,1,Sold,MIDCITY,,2008.0,MAZDA,3,,09/04/2014,09/04/2014,09/15/2014,10/15/2014,12/26/2014,80.3,MIDCITY,TEXAS CAN,119041.0,,0.0,7224.42,5675.0,4971.0,,,0.0,0.0,2550.0,0.0,0.0,-4674.42,708.01,-3966.41,0.0,-3966.41,CASH,,,,,0,4971.0,-2421.0,-0.48702474351237174,Sep-14,,,,
1118.1,1,Sold,Q MOTORCARS,,2006.0,DODGE,DURANGO,,09/30/2014,10/01/2014,10/13/2014,10/31/2014,12/26/2014,79.4,MIDCITY,EDWARDS MOTOR CO,141638.0,,0.0,6374.17,4250.0,4441.0,,,0.0,0.0,2000.0,0.0,0.0,-4374.17,563.16,-3811.01,0.0,-3811.01,CASH,,,,,0,4250.0,-2250.0,-0.5294117647058824,Sep-14,,,,
1119.1,1,Sold,CHULA,,2003.0,AUDI,A4,,06/11/2013,06/11/2013,06/21/2013,08/08/2013,09/02/2013,95.3,SOLD,COPART,,,0.0,8475.06,2000.0,,,,0.0,0.0,167.65,0.0,0.0,-8307.41,1574.110411,-6733.299589,0.0,-6733.299589,CASH,,,,,0,2000.0,-1832.35,-0.916175,Jun-13,,,,
1121.1,1,Sold,MIDCITY,,2003.0,NISSAN,ALTIMA,1N4BL11D23C219588,08/08/2014,08/08/2014,08/18/2014,01/30/2015,01/31/2015,81.2,MIDCITY,EDWARDS MOTOR CO,190000.0,,0.0,3683.18,3725.0,2399.0,,,0.0,0.0,700.0,0.0,0.0,-2983.18,0.0,-2983.18,0.0,-2983.18,CASH,,,,,0,2399.0,-1699.0,-0.7082117548978741,Aug-14,,,,
1122.1,1,Sold,Q MOTORCARS,,2003.0,CADILLAC,CTS,,02/11/2014,,02/11/2014,09/15/2014,09/15/2014,87.1,TEXAS CAN,JAY NELSON,124805.0,,0.0,8171.99,4900.0,4900.0,,,0.0,0.0,850.0,0.0,0.0,-7321.99,969.84,-6352.15,0.0,-6352.15,CASH,,,,,0,4900.0,-4050.0,-0.826530612244898,Feb-14,,,,
1123.1,1,Sold,MIDCITY,,2006.0,VW,JETTA,,02/04/2013,02/04/2013,02/14/2013,02/18/2013,02/18/2013,99.5,SOLD,UNWIND,,,0.0,9699.12,,,,,0.0,0.0,8322.0,0.0,0.0,-1377.12,1324.9,-52.22,0.0,-52.22,CASH,,,,,1,,,,Feb-13,,,,
1126.1,1,Sold,EZ BUY AUTOPLEX,,2005.0,CHEVROLET,SUBURBAN,3GNEC16Z45G242194,11/30/2016,11/30/2016,12/12/2016,03/17/2017,03/24/2017,53.0,MANHEIM,MONTE HALE,247016.0,,0.0,3627.58,5725.0,1100.0,1100.0,,0.0,664.36,700.0,0.0,0.0,-2927.58,0.0,-2927.58,0.0,-2927.58,CASH,,,,,0,1100.0,-400.0,-0.36363636363636365,Nov-16,,,,
